Sample_Nr,Hour,L1,L2,L3,W1,W2
3,14,60.48,113.44,124.75,8.88,4.17
3,15,62.46,103.76,118.75,0.41,2.81
3,16,55.33,113.11,122.58,5.17,0.3
3,17,44.5,91.75,127.08,3.56,15.24
3,18,61.96,101.28,116.18,1.31,1.13
3,19,58.89,125.74,102.43,1.68,5.35
3,20,61.0,87.63,132.81,5.43,9.66
3,21,65.31,105.09,131.61,2.02,6.88
3,22,59.37,116.52,129.87,1.97,3.5
3,23,52.07,100.05,136.96,2.38,13.98
4,0,50.66,108.68,111.84,4.76,26.76
4,1,41.13,139.39,131.97,0.84,6.86
4,2,54.76,98.12,103.77,0.32,24.5
4,3,63.97,119.71,99.64,6.87,2.54
4,4,56.68,121.22,138.53,8.9,13.11
4,5,57.2,107.07,110.11,7.0,18.63
4,6,54.48,103.24,134.49,3.78,15.33
4,7,62.99,87.67,112.49,4.77,4.27
4,8,47.58,90.42,91.8,8.92,21.9
4,9,64.73,96.97,120.72,8.92,4.68
4,10,52.43,88.44,129.42,0.79,21.28
4,11,57.29,109.7,136.92,6.46,8.58
4,12,53.23,107.37,117.19,0.57,26.76
4,13,64.77,122.22,140.91,7.51,4.14
4,14,60.97,118.42,110.21,2.32,17.32
4,15,51.16,112.07,122.42,8.92,2.37
4,16,60.05,134.53,117.73,6.44,7.89
4,17,58.11,117.68,116.3,2.14,5.87
4,18,58.55,115.47,112.28,1.65,14.95
4,19,50.76,110.08,147.46,8.08,11.41
4,20,58.83,122.97,126.01,4.16,22.38
4,21,54.74,102.69,137.48,7.03,0.74
4,22,53.99,107.23,109.54,4.73,4.15
4,23,53.02,95.95,130.71,3.72,21.84
5,0,59.51,122.18,143.84,6.34,27.97
5,1,58.99,96.48,107.43,8.83,16.28
5,2,57.15,114.7,135.7,6.43,27.97
5,3,57.61,127.94,121.18,2.17,2.99
5,4,52.99,112.35,111.93,5.75,10.32
5,5,53.53,121.69,127.61,9.32,9.7
5,6,59.28,117.95,130.38,0.84,23.48
5,7,51.25,108.69,126.42,0.04,3.63
5,8,58.22,107.1,95.16,0.15,4.67
5,9,60.49,123.83,106.13,8.55,9.11
5,10,59.45,107.52,133.37,3.62,4.71
5,11,61.25,87.49,122.03,9.32,4.02
5,12,48.72,90.01,96.14,0.84,5.75
5,13,46.09,121.33,124.63,0.77,14.31
5,14,46.81,97.99,121.19,8.53,14.92
5,15,67.95,111.93,95.44,0.35,27.97
5,16,60.31,98.9,100.75,1.02,18.48
5,17,49.93,114.71,113.85,7.0,14.43
5,18,54.01,126.45,107.36,5.38,11.42
5,19,57.81,98.01,138.15,1.27,10.71
5,20,46.08,130.32,107.08,9.32,14.72
5,21,49.05,110.34,124.57,3.89,3.6
5,22,58.67,111.02,131.17,3.13,27.97
5,23,63.74,98.75,121.76,2.49,19.64
6,0,47.32,126.15,110.71,1.53,12.93
6,1,55.7,134.12,123.51,2.35,3.23
6,2,54.04,98.27,118.94,9.14,11.08
6,3,41.01,112.27,122.55,7.15,3.4
6,4,52.93,101.4,135.79,4.49,20.18
6,5,50.54,136.25,121.11,5.35,27.43
6,6,59.3,110.23,133.77,2.81,1.15
6,7,60.24,99.08,127.07,0.59,27.43
6,8,45.58,112.87,124.55,3.7,16.14
6,9,57.82,89.31,119.31,1.96,8.72
6,10,58.82,106.2,124.79,5.11,1.54
6,11,61.14,103.82,141.41,0.54,13.72
6,12,65.95,112.85,127.53,3.67,2.65
6,13,55.66,134.88,139.64,9.14,27.43
6,14,54.53,113.53,116.44,0.21,8.85
6,15,58.79,127.55,113.74,9.14,7.07
6,16,60.23,126.5,110.12,3.81,25.81
6,17,52.52,113.65,140.64,1.0,1.09
6,18,52.57,103.05,132.92,8.45,1.54
6,19,55.88,134.69,130.73,5.55,2.33
6,20,53.9,117.64,111.13,9.14,3.04
6,21,60.56,120.14,117.72,6.27,17.56
6,22,63.15,118.37,137.09,6.62,27.43
6,23,52.8,130.22,107.94,0.79,4.54
7,0,56.38,112.72,116.67,4.4,12.36
7,1,60.28,126.84,113.44,4.56,25.65
7,2,60.01,117.2,107.6,2.79,11.59
7,3,61.36,117.11,126.09,0.74,7.33
7,4,57.37,115.35,97.21,8.55,9.58
7,5,46.44,109.56,131.15,5.42,3.63
7,6,65.13,84.7,114.58,5.56,11.84
7,7,58.0,114.1,152.64,4.11,25.65
7,8,50.0,120.02,111.98,1.19,3.37
7,9,52.42,118.01,123.82,2.1,7.43
7,10,59.82,96.55,105.15,6.24,21.32
7,11,52.42,113.73,138.3,2.44,25.65
7,12,57.54,140.59,114.62,8.55,2.74
7,13,58.52,100.01,142.71,3.59,0.7
7,14,60.29,119.35,128.6,0.74,25.65
7,15,52.78,96.3,141.33,0.94,7.93
7,16,56.09,116.44,131.93,2.14,21.45
7,17,56.16,121.69,109.01,6.28,5.83
7,18,46.38,112.98,118.4,6.03,18.08
7,19,54.87,115.23,113.51,8.55,21.96
7,20,50.72,105.8,134.63,1.43,0.83
7,21,61.51,116.95,109.3,3.45,25.65
7,22,59.72,119.08,118.96,2.39,25.65
7,23,62.34,109.53,115.67,2.82,16.22
8,0,59.33,104.68,96.76,7.52,6.27
8,1,48.89,106.12,126.47,8.9,2.08
8,2,49.37,126.23,122.14,4.05,2.87
8,3,67.04,110.96,123.29,3.18,16.73
8,4,55.78,117.17,103.84,8.9,6.54
8,5,51.99,98.63,110.86,0.62,26.0
8,6,49.07,87.08,119.54,0.79,5.38
8,7,60.8,105.77,130.38,0.64,0.16
8,8,58.3,113.85,106.88,3.06,20.38
8,9,59.72,114.82,111.4,8.9,26.69
8,10,56.85,90.64,136.91,8.9,26.69
8,11,68.28,110.69,138.73,8.31,4.47
8,12,55.25,87.61,119.54,0.7,10.09
8,13,67.94,117.39,104.15,3.74,13.22
8,14,47.73,115.06,99.41,3.07,8.93
8,15,52.43,107.65,110.44,5.55,26.69
8,16,49.96,111.72,127.6,8.9,12.35
8,17,57.98,120.77,128.63,4.93,21.29
8,18,49.88,102.75,108.47,6.35,12.37
8,19,52.31,99.53,135.69,5.64,1.12
8,20,58.71,117.61,99.07,4.92,3.8
8,21,43.16,106.18,118.08,0.61,13.48
8,22,58.82,91.88,92.9,0.78,5.94
8,23,55.02,117.44,111.49,4.64,11.89
9,0,60.44,100.22,111.2,3.02,21.17
9,1,58.07,111.72,118.31,7.47,2.48
9,2,53.6,108.94,121.22,2.63,22.65
9,3,49.14,118.6,126.28,4.5,27.22
9,4,61.36,121.54,111.03,5.1,16.44
9,5,59.64,105.83,120.19,4.87,4.6
9,6,47.62,116.28,120.29,9.07,2.37
9,7,55.18,113.72,114.4,2.6,8.98
9,8,62.73,127.03,127.63,2.2,26.36
9,9,54.32,94.89,96.71,2.85,1.7
9,10,53.89,107.44,119.72,9.07,4.0
9,11,48.94,116.22,136.37,0.46,23.22
9,12,60.72,100.93,139.37,9.07,9.84
9,13,63.1,128.64,109.77,3.48,13.25
9,14,51.21,126.42,90.25,3.28,27.22
9,15,53.2,113.5,115.55,3.75,20.83
9,16,49.53,122.24,141.28,4.37,14.51
9,17,54.24,118.43,121.03,0.93,13.05
9,18,49.17,117.71,122.41,8.28,27.22
9,19,48.25,105.5,97.96,3.42,9.59
9,20,59.25,132.66,123.34,7.92,15.03
9,21,56.69,132.9,115.01,2.76,26.68
9,22,53.43,99.06,109.29,1.0,5.7
9,23,58.4,114.22,103.73,3.69,27.22
10,0,54.76,118.94,112.3,1.82,14.83
10,1,48.7,104.15,125.66,4.05,10.97
10,2,57.12,100.21,108.48,5.85,17.54
10,3,50.96,114.86,117.42,6.35,8.28
10,4,53.98,98.4,117.8,3.02,27.77
10,5,44.78,101.39,107.44,2.28,3.98
10,6,50.27,118.38,121.59,9.48,3.74
10,7,58.64,122.25,97.0,6.51,4.66
10,8,65.61,113.67,133.32,4.45,3.86
10,9,52.63,93.2,103.51,5.17,2.53
10,10,52.51,109.28,115.64,0.26,14.74
10,11,52.27,114.23,118.36,1.13,23.16
10,12,52.79,111.89,122.46,5.07,9.47
10,13,51.98,120.78,146.14,1.1,1.99
10,14,61.42,129.63,132.74,1.03,9.9
10,15,54.84,110.87,125.37,1.19,3.13
10,16,61.42,96.92,106.59,3.56,10.72
10,17,56.8,101.81,118.46,4.28,21.93
10,18,55.58,111.67,121.39,2.43,28.43
10,19,49.83,120.17,129.04,1.34,1.81
10,20,56.74,118.66,123.4,2.02,9.71
10,21,49.72,120.21,130.54,2.0,9.01
10,22,50.32,111.84,124.7,7.06,28.43
10,23,52.32,108.58,124.01,1.28,6.25
11,0,49.88,126.26,146.15,9.57,28.71
11,1,57.89,109.11,109.59,9.57,6.67
11,2,59.1,110.21,113.98,4.95,7.63
11,3,52.25,110.05,128.22,0.6,11.55
11,4,48.71,116.18,125.4,4.37,10.32
11,5,49.18,95.09,105.21,1.08,27.25
11,6,57.95,105.46,114.64,2.38,1.91
11,7,51.29,97.19,115.19,7.73,12.6
11,8,58.4,92.45,140.47,6.54,3.1
11,9,58.41,126.35,125.25,0.89,5.68
11,10,53.69,118.41,109.53,3.57,5.41
11,11,59.47,123.44,122.36,6.39,8.03
11,12,57.17,123.87,121.64,0.92,11.08
11,13,47.99,111.59,113.12,9.57,15.27
11,14,50.23,110.62,130.31,1.59,9.45
11,15,57.42,99.19,129.67,1.47,16.29
11,16,58.8,121.27,126.66,0.16,18.64
11,17,59.9,116.02,139.08,4.06,2.85
11,18,59.47,99.25,120.97,9.57,12.74
11,19,53.81,105.18,132.09,2.29,21.8
11,20,66.49,116.53,119.35,9.57,5.05
11,21,58.74,121.83,120.07,3.46,13.72
11,22,55.38,106.83,129.38,2.19,11.77
11,23,63.32,107.04,121.83,0.6,8.67
12,0,55.0,126.89,137.36,7.58,17.72
12,1,70.75,118.38,108.84,4.58,2.08
12,2,59.1,99.53,117.99,7.0,11.22
12,3,56.38,130.6,117.53,1.02,9.49
12,4,54.25,109.24,131.61,7.65,25.9
12,5,58.67,114.26,95.44,1.06,5.89
12,6,51.37,116.39,100.54,4.77,7.16
12,7,61.17,92.63,112.31,0.54,6.44
12,8,59.22,109.75,126.64,3.91,27.65
12,9,63.82,88.54,107.03,1.94,17.16
12,10,55.91,128.41,123.4,9.22,26.81
12,11,48.66,118.3,127.14,9.22,6.88
12,12,49.85,96.21,120.8,5.16,8.62
12,13,60.56,115.87,105.62,2.75,17.46
12,14,54.51,98.58,122.68,6.67,21.08
12,15,60.83,112.05,100.5,1.48,10.07
12,16,49.86,112.8,132.13,2.0,6.05
12,17,57.04,125.12,132.81,1.27,9.37
12,18,66.43,118.27,137.72,9.22,8.52
12,19,56.09,131.14,130.28,2.37,2.0
12,20,50.98,120.35,117.15,2.86,4.74
12,21,51.88,123.61,113.39,9.22,1.57
12,22,58.38,118.54,116.69,9.22,27.65
12,23,49.99,122.08,121.71,0.79,0.07
13,0,61.57,93.64,113.51,0.11,8.81
13,1,53.76,110.24,130.26,0.59,28.5
13,2,53.41,122.9,115.0,1.94,8.35
13,3,49.98,124.45,125.46,8.07,22.65
13,4,62.78,108.99,103.48,6.06,28.5
13,5,57.89,116.56,141.36,5.34,9.93
13,6,48.92,111.03,104.65,3.58,12.97
13,7,61.57,131.08,134.73,5.88,4.32
13,8,56.32,102.65,130.51,0.48,0.54
13,9,43.52,100.84,125.02,2.63,27.94
13,10,52.91,109.9,115.09,0.61,24.79
13,11,65.81,136.47,111.17,2.47,6.47
13,12,61.06,117.32,124.37,3.58,12.72
13,13,45.95,102.03,129.05,1.27,8.45
13,14,58.66,96.81,127.61,9.5,18.31
13,15,59.55,107.4,100.48,3.56,2.45
13,16,42.78,97.91,139.61,2.7,5.85
13,17,60.8,121.86,114.67,0.89,1.75
13,18,46.83,116.26,121.34,0.51,3.98
13,19,62.78,102.52,131.74,3.75,28.5
13,20,53.77,111.9,128.91,4.4,8.2
13,21,48.22,103.23,100.17,3.05,1.15
13,22,58.19,114.49,118.34,9.5,25.31
13,23,47.67,105.03,128.94,4.78,5.81
14,0,58.05,104.38,119.36,0.44,4.74
14,1,50.28,113.78,111.11,4.89,11.59
14,2,56.26,101.13,121.46,8.32,3.35
14,3,56.2,117.71,149.23,0.78,5.73
14,4,45.7,119.39,95.7,5.05,5.84
14,5,51.63,109.22,115.05,3.02,7.91
14,6,61.35,88.93,126.95,6.25,1.77
14,7,55.37,102.04,104.99,1.95,0.02
14,8,55.97,110.48,124.82,1.33,2.15
14,9,63.01,125.75,130.91,2.8,4.95
14,10,64.64,114.31,119.67,4.32,16.27
14,11,55.69,125.39,110.03,1.59,15.74
14,12,52.63,101.81,115.01,2.32,21.31
14,13,51.54,106.51,139.77,0.53,26.65
14,14,60.03,95.41,132.82,7.57,5.11
14,15,51.13,93.29,99.43,1.51,13.48
14,16,50.94,92.8,103.53,3.09,20.31
14,17,44.32,91.82,114.69,1.75,25.87
14,18,47.5,118.76,122.07,1.62,6.63
14,19,58.71,117.09,121.14,1.41,4.48
14,20,46.11,108.53,132.78,5.57,9.02
14,21,60.14,112.78,117.48,2.17,26.65
14,22,50.93,119.93,133.72,8.88,10.06
14,23,48.86,109.46,134.93,1.16,5.69
15,0,55.93,115.65,112.74,3.88,11.4
15,1,56.94,113.39,124.35,0.09,11.25
15,2,70.46,100.65,126.31,9.39,1.19
15,3,62.12,129.52,128.65,1.7,5.72
15,4,51.38,128.01,149.59,2.41,9.13
15,5,50.22,113.72,125.76,4.62,9.66
15,6,51.6,90.91,147.18,8.35,24.63
15,7,58.34,120.35,141.48,9.39,5.81
15,8,66.13,100.33,106.65,2.93,7.65
15,9,46.18,105.98,133.42,9.39,4.52
15,10,61.35,103.36,131.4,3.43,3.19
15,11,57.24,122.9,120.32,1.92,16.08
15,12,54.79,117.84,125.92,0.48,5.54
15,13,52.36,95.8,110.16,3.74,0.15
15,14,61.22,104.35,136.13,1.95,28.18
15,15,48.18,113.56,107.67,9.39,27.99
15,16,51.56,96.42,128.68,9.02,11.04
15,17,63.75,121.58,100.16,2.75,3.17
15,18,48.16,107.87,92.85,8.61,24.84
15,19,52.22,107.03,121.52,6.95,2.83
15,20,53.61,125.33,134.41,8.12,28.18
15,21,57.33,118.12,101.34,1.25,13.24
15,22,57.29,120.67,136.79,4.84,2.22
15,23,49.6,103.45,106.31,0.25,5.46
16,0,58.26,109.53,131.34,4.61,4.63
16,1,50.38,108.34,119.23,5.94,26.12
16,2,61.62,101.55,124.31,2.6,4.07
16,3,66.2,114.63,124.26,1.64,6.93
16,4,47.53,122.82,123.06,0.3,6.11
16,5,54.53,122.24,102.3,3.13,19.15
16,6,62.6,114.76,105.65,8.6,26.12
16,7,60.61,113.08,116.71,3.75,0.06
16,8,48.49,108.37,118.12,8.71,21.39
16,9,56.69,116.66,105.51,4.91,0.65
16,10,55.64,109.75,111.79,2.28,2.52
16,11,56.91,108.66,131.43,1.59,6.43
16,12,55.4,90.42,126.37,7.29,10.9
16,13,56.4,106.95,118.68,2.72,4.12
16,14,56.81,105.58,112.46,4.06,25.38
16,15,61.14,106.95,113.56,0.87,26.12
16,16,55.56,123.4,107.18,8.71,17.58
16,17,54.26,122.1,128.52,2.06,26.12
16,18,58.95,120.94,120.86,2.73,11.93
16,19,48.4,97.05,114.44,4.27,4.59
16,20,60.44,122.32,123.08,3.63,16.04
16,21,47.4,100.32,117.68,8.71,26.12
16,22,58.95,130.38,121.77,1.46,16.56
16,23,57.08,114.32,136.35,8.71,9.03
17,0,58.4,109.7,124.47,4.13,21.38
17,1,63.9,101.88,130.36,1.12,8.76
17,2,57.06,115.48,128.08,8.66,24.65
17,3,60.78,119.87,132.9,4.23,0.27
17,4,63.2,124.88,128.12,5.71,0.54
17,5,52.75,130.17,138.92,1.18,18.34
17,6,52.55,114.45,138.86,0.94,13.2
17,7,56.22,94.46,129.84,1.89,13.89
17,8,49.39,125.04,134.13,0.51,12.77
17,9,54.09,124.72,90.69,2.6,25.05
17,10,61.21,119.48,123.48,6.69,7.95
17,11,57.02,98.85,107.09,1.24,8.63
17,12,48.43,96.47,103.5,0.32,0.7
17,13,53.34,110.0,111.82,8.66,14.91
17,14,48.14,114.91,118.05,3.0,23.68
17,15,77.79,115.33,117.61,3.46,0.55
17,16,55.07,114.24,127.79,0.79,25.97
17,17,59.11,102.35,132.25,1.34,8.16
17,18,45.63,87.21,105.25,0.82,1.21
17,19,61.71,101.87,107.44,1.3,10.34
17,20,63.67,115.49,123.47,3.65,0.32
17,21,49.32,102.82,128.97,2.69,25.97
17,22,68.19,123.63,109.28,3.15,22.8
17,23,53.89,117.86,111.94,6.25,13.73
18,0,53.23,108.59,128.91,8.97,2.95
18,1,57.98,115.49,124.2,3.13,21.49
18,2,58.64,102.09,124.22,8.47,9.45
18,3,48.39,89.34,129.01,8.97,23.04
18,4,57.7,96.93,122.35,3.38,13.5
18,5,67.66,134.76,136.96,3.68,8.71
18,6,39.95,103.63,117.03,1.62,1.94
18,7,60.21,119.42,128.23,0.11,26.9
18,8,62.2,110.32,109.32,4.38,23.04
18,9,53.16,118.99,115.72,4.69,26.9
18,10,55.63,108.02,121.27,3.04,26.9
18,11,60.5,122.02,130.88,1.47,23.39
18,12,54.87,87.18,114.81,3.7,5.24
18,13,55.48,101.16,103.91,8.97,12.18
18,14,53.5,109.94,133.88,7.33,17.36
18,15,58.47,89.43,116.58,1.69,14.65
18,16,55.13,106.64,114.79,5.88,2.71
18,17,66.49,115.74,111.59,0.08,12.36
18,18,61.87,77.52,124.94,0.25,19.0
18,19,50.14,96.56,129.18,4.08,14.69
18,20,57.06,129.45,107.43,8.97,18.55
18,21,55.19,128.32,123.45,3.34,4.12
18,22,53.93,102.51,130.21,8.44,13.37
18,23,63.9,99.57,90.85,0.06,26.9
19,0,46.07,113.64,115.86,2.31,2.22
19,1,54.15,109.63,146.42,0.72,5.32
19,2,55.05,128.61,114.81,1.47,25.21
19,3,61.27,122.05,118.87,0.14,13.36
19,4,53.38,99.77,116.62,1.93,16.86
19,5,58.28,125.58,127.0,1.75,6.54
19,6,59.54,115.9,121.64,0.97,13.75
19,7,60.88,111.85,120.14,5.05,3.4
19,8,60.99,114.03,118.78,4.35,17.66
19,9,57.12,112.15,111.29,3.05,20.51
19,10,55.09,114.47,110.45,4.43,6.01
19,11,54.73,126.89,114.0,3.66,2.14
19,12,63.18,122.98,130.87,9.29,22.14
19,13,48.61,116.78,116.73,3.71,5.17
19,14,55.84,106.93,131.01,1.31,27.86
19,15,57.02,94.59,107.79,0.68,6.84
19,16,56.26,114.07,112.27,9.29,25.47
19,17,52.02,100.23,121.97,8.3,8.83
19,18,55.97,115.38,134.28,8.85,27.86
19,19,55.71,87.35,119.58,5.63,1.58
19,20,63.63,96.85,118.28,6.34,18.36
19,21,50.28,115.87,144.39,1.47,8.7
19,22,57.97,138.03,106.64,3.57,1.25
19,23,47.08,99.9,122.28,7.82,1.46
20,0,59.53,105.22,115.16,0.38,11.95
20,1,49.71,113.08,117.48,8.3,10.23
20,2,49.2,106.39,128.26,0.99,2.1
20,3,55.97,101.1,105.22,5.97,3.5
20,4,47.15,144.1,151.55,2.88,7.69
20,5,66.9,112.63,132.5,8.3,24.89
20,6,63.2,112.72,133.9,2.83,24.89
20,7,59.23,111.68,100.83,3.54,24.89
20,8,51.07,116.85,124.92,3.67,2.64
20,9,50.17,115.75,113.15,1.3,5.83
20,10,49.44,102.46,143.97,0.18,1.58
20,11,62.73,122.56,113.52,1.62,6.6
20,12,57.53,138.49,140.69,1.25,23.9
20,13,60.78,110.77,109.73,3.95,14.32
20,14,53.31,92.21,123.14,3.94,19.51
20,15,63.75,100.9,113.15,3.27,7.69
20,16,50.6,117.28,132.97,3.89,1.23
20,17,60.18,123.39,135.2,0.37,9.36
20,18,64.11,103.69,116.67,7.68,19.64
20,19,63.21,116.09,125.89,5.08,2.18
20,20,53.24,111.09,128.89,4.95,11.38
20,21,63.63,98.71,129.09,8.3,24.89
20,22,55.18,114.4,127.82,1.22,8.09
20,23,56.7,116.16,134.58,4.25,12.91
21,0,59.7,114.62,105.56,0.94,10.0
21,1,65.74,109.52,109.19,9.25,6.44
21,2,53.4,114.13,125.2,0.75,1.78
21,3,64.17,125.1,131.61,0.83,4.42
21,4,55.68,108.76,126.3,5.37,2.72
21,5,56.55,115.67,113.83,5.36,10.26
21,6,59.99,107.32,99.65,1.27,24.75
21,7,56.01,118.32,111.66,9.25,27.75
21,8,62.64,117.48,108.7,3.68,9.65
21,9,47.63,95.64,125.97,9.25,27.75
21,10,58.98,115.55,115.69,5.81,4.94
21,11,57.13,110.19,108.05,1.23,19.39
21,12,59.03,117.18,134.51,2.17,4.04
21,13,53.66,123.45,136.84,0.76,0.72
21,14,48.28,86.19,116.48,4.99,27.75
21,15,59.55,91.9,104.68,1.29,6.04
21,16,55.12,112.12,136.56,0.07,27.75
21,17,57.33,87.48,128.57,1.66,7.51
21,18,62.31,117.88,114.46,7.61,1.58
21,19,42.27,98.46,127.76,4.13,23.13
21,20,78.09,94.47,121.48,3.61,20.63
21,21,59.91,117.2,113.54,3.3,9.99
21,22,46.75,101.34,113.58,7.86,8.18
21,23,55.42,112.85,138.3,2.75,22.67
22,0,47.75,122.41,123.23,0.1,12.79
22,1,56.41,124.74,130.46,8.27,3.97
22,2,59.55,110.8,113.8,0.89,17.1
22,3,57.85,111.07,129.9,0.57,15.62
22,4,50.95,101.03,126.81,1.54,0.85
22,5,55.25,114.52,113.44,4.85,24.09
22,6,54.67,123.88,127.29,0.49,0.8
22,7,61.35,102.77,128.63,8.27,20.61
22,8,54.83,110.89,130.51,0.54,8.44
22,9,50.5,115.22,139.72,8.18,24.81
22,10,54.84,100.86,123.19,6.65,16.92
22,11,45.92,116.88,134.29,1.63,13.03
22,12,55.7,110.69,129.83,5.27,1.72
22,13,59.89,105.86,135.73,8.27,19.25
22,14,53.04,111.14,121.39,1.1,0.7
22,15,53.09,114.35,113.86,2.04,5.61
22,16,64.16,121.53,113.84,0.02,16.5
22,17,54.58,131.15,106.7,4.38,3.48
22,18,59.37,111.96,135.36,8.27,12.95
22,19,56.65,115.22,115.77,0.53,1.36
22,20,48.34,100.19,96.97,2.84,3.76
22,21,61.07,102.62,131.73,3.27,6.31
22,22,52.23,110.26,95.79,1.18,23.68
22,23,61.04,112.24,120.9,6.04,23.96
23,0,57.93,139.82,120.3,0.21,25.23
23,1,56.0,112.55,131.15,7.24,2.91
23,2,59.63,100.72,128.06,3.18,13.25
23,3,56.91,124.99,123.93,8.81,19.86
23,4,49.9,104.41,125.52,2.26,1.07
23,5,57.06,100.41,126.76,4.61,26.43
23,6,52.41,111.22,99.69,3.16,7.69
23,7,66.18,118.03,94.78,2.16,9.99
23,8,60.92,119.34,105.42,8.1,11.57
23,9,55.29,102.54,124.93,3.96,10.76
23,10,56.28,86.98,149.0,1.5,26.43
23,11,54.99,105.88,105.92,8.81,11.77
23,12,47.79,107.99,135.43,3.47,26.43
23,13,48.09,104.6,108.11,3.26,13.55
23,14,63.21,128.9,106.08,8.81,2.93
23,15,60.08,101.63,102.38,5.22,7.45
23,16,54.14,98.23,120.08,1.26,15.41
23,17,54.6,112.09,122.16,0.98,2.87
23,18,47.61,121.6,138.32,3.4,7.07
23,19,50.14,100.43,131.85,3.45,10.85
23,20,58.72,122.34,108.29,3.71,13.46
23,21,41.67,115.9,112.06,3.33,26.43
23,22,64.49,107.86,119.46,1.83,7.09
23,23,45.88,113.38,130.9,0.44,20.07
24,0,58.91,104.41,121.76,0.62,18.98
24,1,69.06,110.26,115.31,8.52,6.6
24,2,66.13,114.28,102.24,3.8,26.12
24,3,50.21,97.87,112.92,0.82,12.86
24,4,49.59,97.28,122.39,1.14,15.56
24,5,55.44,114.16,118.65,5.15,8.07
24,6,53.8,120.13,122.63,0.53,16.26
24,7,55.65,111.59,134.19,1.08,17.79
24,8,49.48,111.97,146.28,4.65,1.01
24,9,58.64,109.36,123.99,1.23,9.3
24,10,50.5,110.19,125.01,0.18,22.25
24,11,60.05,99.54,141.39,2.04,26.12
24,12,52.2,102.37,118.96,1.78,26.12
24,13,67.92,109.08,120.7,5.22,26.12
24,14,62.45,107.95,121.24,2.11,6.51
24,15,52.73,107.79,120.27,4.15,26.12
24,16,67.48,101.62,118.83,5.43,6.93
24,17,52.79,104.64,132.58,4.39,2.72
24,18,56.33,124.47,130.27,7.77,13.97
24,19,55.2,124.32,144.27,8.71,11.48
24,20,63.98,117.12,102.84,0.2,1.76
24,21,48.66,127.0,118.75,8.71,8.19
24,22,54.59,116.68,135.87,0.77,1.19
24,23,57.05,104.04,117.25,2.84,13.92
25,0,59.33,134.12,115.21,9.0,8.7
25,1,59.23,126.78,105.17,6.3,15.53
25,2,56.09,104.59,114.22,1.77,7.48
25,3,59.6,108.25,87.63,2.63,17.8
25,4,59.32,119.75,120.84,9.0,14.68
