Sample_Nr,Hour,L1,L2,L3,W1,W2
7,8,59.09,107.51,122.44,6.14,30.0
7,9,52.73,130.12,122.52,3.0,15.52
7,10,63.26,99.58,138.05,6.97,30.0
7,11,48.67,117.47,119.65,7.91,8.66
7,12,49.66,119.62,119.59,10.0,23.7
7,13,57.24,107.22,122.17,10.0,22.23
7,14,48.52,129.45,116.75,10.0,25.44
7,15,57.47,110.71,110.56,8.31,26.38
7,16,56.3,133.58,123.04,10.0,30.0
7,17,43.71,117.86,133.21,7.42,30.0
7,18,58.94,104.92,107.51,10.0,22.31
7,19,55.01,100.16,120.54,7.04,28.1
7,20,53.74,114.9,136.11,3.55,30.0
7,21,66.73,119.32,128.83,10.0,11.69
7,22,57.59,114.27,127.48,2.64,30.0
7,23,56.4,104.16,115.85,10.0,28.34
8,0,59.06,115.48,137.94,6.85,11.38
8,1,64.47,93.57,110.13,6.99,30.0
8,2,52.19,110.49,117.08,8.54,11.25
8,3,61.66,113.15,121.32,7.08,21.48
8,4,58.37,113.68,118.55,10.0,30.0
8,5,60.1,121.78,77.69,3.6,30.0
8,6,67.07,111.57,120.64,2.73,19.17
8,7,50.77,118.35,112.23,2.26,27.23
8,8,47.6,113.84,127.95,8.2,18.97
8,9,53.51,105.76,118.65,10.0,28.76
8,10,55.6,126.01,110.56,3.61,30.0
8,11,55.35,112.72,131.36,6.0,5.01
8,12,52.39,101.57,122.0,8.71,10.16
8,13,53.23,123.64,134.08,3.95,30.0
8,14,43.15,104.09,123.45,5.02,11.3
8,15,54.63,116.59,113.84,7.06,25.71
8,16,59.82,116.01,152.73,6.72,26.63
8,17,60.18,134.03,120.22,10.0,30.0
8,18,65.57,94.65,119.95,10.0,30.0
8,19,60.68,106.99,118.39,10.0,27.17
8,20,61.9,113.62,104.0,10.0,30.0
8,21,64.49,98.21,118.83,6.89,30.0
8,22,48.37,134.56,139.32,2.73,15.1
8,23,54.46,103.7,104.1,6.08,13.26
9,0,58.45,102.39,125.32,7.17,19.62
9,1,50.5,119.34,118.29,3.68,23.56
9,2,68.84,113.66,118.4,3.48,19.89
9,3,57.19,98.2,122.4,8.21,30.0
9,4,61.73,128.79,117.4,10.0,16.76
9,5,53.05,131.97,120.06,10.0,23.92
9,6,68.95,109.45,125.97,6.62,30.0
9,7,66.69,125.5,123.63,2.01,14.31
9,8,54.43,118.91,114.25,10.0,12.12
9,9,52.51,101.79,120.4,8.47,24.63
9,10,41.29,120.89,114.46,1.93,20.78
9,11,53.54,121.16,111.79,10.0,14.23
9,12,54.28,115.3,105.56,7.58,30.0
9,13,47.9,128.97,148.46,9.02,19.67
9,14,69.26,96.35,128.03,9.44,30.0
9,15,52.37,106.96,127.42,10.0,29.98
9,16,51.18,120.17,109.63,10.0,30.0
9,17,49.61,108.85,109.95,10.0,30.0
9,18,57.76,91.91,158.71,10.0,20.27
9,19,50.85,121.58,127.7,4.28,30.0
9,20,67.64,92.5,115.46,8.73,11.82
9,21,44.63,111.88,127.44,7.83,20.7
9,22,50.32,125.48,128.2,8.48,18.83
9,23,55.13,104.29,97.1,2.27,20.29
10,0,50.1,98.66,119.78,3.51,30.0
10,1,55.49,122.71,104.01,4.33,30.0
10,2,50.64,87.64,106.6,9.51,26.44
10,3,62.14,101.19,128.02,7.6,29.3
10,4,56.07,105.84,131.21,8.25,30.0
10,5,62.93,126.4,114.18,1.58,13.21
10,6,55.26,111.22,128.85,4.82,30.0
10,7,54.21,101.0,114.97,10.0,30.0
10,8,64.97,110.24,108.8,1.8,11.72
10,9,49.56,130.54,126.4,10.0,2.03
10,10,49.83,120.8,110.62,10.0,30.0
10,11,56.68,108.92,109.22,10.0,24.33
10,12,63.67,105.52,131.14,10.0,30.0
10,13,55.84,120.61,134.72,5.5,27.42
10,14,62.02,103.6,133.77,6.37,12.06
10,15,61.19,104.43,136.58,3.69,21.54
10,16,53.84,97.02,111.79,6.62,30.0
10,17,63.14,127.03,123.97,9.01,19.83
10,18,44.43,111.22,149.25,10.0,14.83
10,19,59.47,131.02,121.43,8.64,16.14
10,20,54.01,115.36,146.28,7.7,30.0
10,21,52.24,110.85,113.66,8.67,30.0
10,22,53.96,127.45,117.75,7.58,30.0
10,23,46.11,114.32,101.67,8.2,30.0
11,0,46.88,105.83,117.53,10.0,30.0
11,1,51.53,123.91,102.35,6.45,30.0
11,2,61.42,106.78,119.18,5.51,4.84
11,3,62.91,85.07,96.63,10.0,27.41
11,4,42.11,128.0,128.58,8.96,24.3
11,5,52.26,117.33,141.76,8.2,20.79
11,6,59.29,109.04,114.28,10.0,18.77
11,7,51.14,106.56,115.97,4.74,10.35
11,8,49.44,121.52,128.18,7.1,30.0
11,9,54.63,104.12,119.77,6.58,25.0
11,10,52.04,119.24,95.01,8.96,22.91
11,11,55.84,108.66,127.12,9.46,30.0
11,12,55.99,105.3,149.49,10.0,6.59
11,13,55.01,132.17,116.89,1.01,30.0
11,14,61.18,100.29,127.93,10.0,30.0
11,15,56.28,100.8,128.28,10.0,11.18
11,16,49.36,107.62,103.84,2.05,22.17
11,17,60.17,96.9,106.05,9.39,30.0
11,18,53.07,108.56,104.63,10.0,22.81
11,19,57.01,104.55,136.59,9.0,30.0
11,20,51.69,88.52,116.24,10.0,8.34
11,21,56.15,103.53,128.99,7.45,6.4
11,22,59.63,91.16,121.31,3.03,20.33
11,23,51.32,107.14,132.3,1.06,30.0
12,0,60.67,126.94,120.03,8.36,23.18
12,1,65.31,121.04,116.09,5.44,30.0
12,2,60.32,92.54,118.91,8.23,30.0
12,3,63.25,112.41,106.73,8.05,30.0
12,4,58.71,97.38,144.71,5.46,25.91
12,5,55.98,115.53,114.95,10.0,28.83
12,6,60.22,111.39,139.54,6.52,9.64
12,7,51.55,108.93,126.9,4.78,30.0
12,8,58.74,105.53,88.65,5.46,14.61
12,9,55.29,109.23,124.7,4.43,23.13
12,10,51.94,107.34,139.82,8.4,11.75
12,11,48.23,110.4,129.13,7.39,3.31
12,12,51.02,117.85,102.69,2.94,28.14
12,13,48.13,120.89,117.96,0.69,21.13
12,14,68.83,105.01,123.87,9.63,16.29
12,15,52.65,114.2,120.46,10.0,30.0
12,16,57.9,111.57,93.91,6.51,3.61
12,17,57.06,109.07,110.9,8.72,27.96
12,18,51.97,89.96,120.9,10.0,19.99
12,19,53.43,104.8,110.83,7.71,23.1
12,20,57.13,112.08,123.14,7.16,30.0
12,21,58.16,124.18,131.4,7.23,17.59
12,22,62.58,134.14,106.31,1.04,30.0
12,23,58.34,98.18,125.32,10.0,17.96
13,0,59.58,117.37,102.26,10.0,30.0
13,1,56.0,110.12,122.96,3.34,30.0
13,2,62.89,114.88,109.78,3.12,20.57
13,3,48.44,123.25,109.36,4.32,23.17
13,4,47.89,110.72,143.67,2.08,14.22
13,5,49.01,109.41,109.41,4.66,18.81
13,6,48.71,97.47,116.6,5.0,30.0
13,7,56.41,128.79,102.75,7.1,19.17
13,8,48.12,108.87,112.53,10.0,20.53
13,9,59.56,121.73,133.9,10.0,29.17
13,10,71.75,106.91,135.81,5.23,24.38
13,11,67.18,110.17,139.89,5.73,20.75
13,12,56.09,101.2,103.04,8.55,7.89
13,13,61.6,98.18,111.19,7.36,25.03
13,14,63.21,110.86,112.44,10.0,24.1
13,15,53.61,110.22,119.51,10.0,30.0
13,16,41.71,110.35,120.55,4.9,30.0
13,17,59.41,115.13,119.09,10.0,30.0
13,18,61.93,96.18,124.08,2.22,30.0
13,19,62.68,91.1,137.87,10.0,30.0
13,20,55.25,103.38,131.33,10.0,30.0
13,21,57.66,96.15,122.04,3.06,30.0
13,22,60.44,112.11,126.41,10.0,30.0
13,23,56.17,132.91,124.48,9.36,4.64
14,0,54.25,129.45,133.06,7.85,30.0
14,1,56.75,114.33,99.84,5.88,1.03
14,2,52.67,110.07,121.57,6.29,0.87
14,3,60.35,116.66,127.94,7.68,19.45
14,4,54.9,127.52,106.65,9.3,22.67
14,5,50.72,109.6,127.96,8.15,26.68
14,6,66.11,109.45,109.47,3.77,30.0
14,7,66.89,132.92,136.4,10.0,8.74
14,8,56.1,106.85,132.6,5.34,11.84
14,9,71.27,96.56,111.79,10.0,30.0
14,10,54.52,116.4,117.87,5.91,16.87
14,11,47.01,98.7,121.16,1.85,12.33
14,12,54.42,94.37,131.2,4.81,21.95
14,13,54.89,117.17,133.79,4.09,30.0
14,14,52.54,110.49,126.92,10.0,20.28
14,15,51.45,101.89,117.78,7.24,7.18
14,16,56.12,115.8,120.52,8.37,24.72
14,17,54.67,123.01,130.09,1.58,22.66
14,18,57.23,106.63,115.79,3.81,30.0
14,19,48.79,110.22,138.76,3.62,10.98
14,20,58.15,119.58,128.62,10.0,27.46
14,21,56.2,118.04,109.89,6.09,14.79
14,22,61.09,104.31,130.33,9.65,30.0
14,23,63.39,117.23,114.45,10.0,30.0
15,0,58.17,112.77,116.4,8.68,30.0
15,1,59.73,102.0,155.06,10.0,12.44
15,2,62.15,93.2,124.17,9.43,30.0
15,3,59.54,130.91,107.1,10.0,30.0
15,4,47.78,114.36,133.99,10.0,18.33
15,5,56.27,118.1,123.31,5.91,30.0
15,6,43.5,109.85,113.96,10.0,30.0
15,7,55.74,142.37,110.36,4.63,20.15
15,8,50.36,91.69,116.18,7.02,4.4
15,9,65.88,123.96,121.5,4.53,19.3
15,10,50.53,116.61,117.56,8.49,30.0
15,11,51.08,119.65,123.54,9.62,21.3
15,12,55.79,109.99,142.02,1.27,16.02
15,13,49.75,107.39,120.01,2.77,15.87
15,14,57.92,106.17,103.22,3.91,30.0
15,15,48.24,112.42,106.25,6.22,30.0
15,16,54.39,110.47,122.11,5.53,26.79
15,17,54.98,106.65,129.78,10.0,30.0
15,18,46.94,111.61,126.06,10.0,30.0
15,19,52.91,126.26,112.98,4.66,30.0
15,20,49.96,125.79,128.49,8.63,16.39
15,21,61.3,93.94,139.59,10.0,30.0
15,22,53.66,90.27,116.13,1.56,13.69
15,23,53.63,134.33,130.46,7.26,21.11
16,0,55.05,82.97,105.03,10.0,24.18
16,1,50.05,114.7,138.06,10.0,30.0
16,2,54.86,126.23,107.77,4.78,10.63
16,3,60.45,103.03,118.35,6.07,30.0
16,4,56.99,98.52,122.98,5.78,9.52
16,5,47.03,105.28,116.01,4.95,30.0
16,6,56.2,113.14,124.37,1.06,19.13
16,7,43.3,111.38,128.6,10.0,11.76
16,8,58.91,100.49,152.75,5.57,30.0
16,9,50.75,123.88,135.24,10.0,22.0
16,10,49.11,106.43,116.32,10.0,12.39
16,11,55.86,114.66,125.06,1.19,30.0
16,12,57.18,117.84,132.63,10.0,3.47
16,13,63.52,116.49,140.68,10.0,26.6
16,14,46.9,97.31,110.1,9.7,10.6
16,15,51.91,99.71,118.97,10.0,21.88
16,16,50.74,101.38,137.62,7.86,22.74
16,17,55.34,101.54,116.95,2.83,20.04
16,18,52.73,122.33,109.88,3.69,23.28
16,19,48.33,106.75,121.43,10.0,23.22
16,20,52.85,114.32,121.92,0.32,30.0
16,21,55.71,108.81,109.45,7.02,30.0
16,22,43.89,121.14,129.4,1.96,6.25
16,23,58.4,94.29,110.38,9.12,30.0
17,0,44.66,132.17,116.29,4.18,22.59
17,1,57.64,116.69,125.7,10.0,22.02
17,2,53.89,111.17,99.95,7.33,19.25
17,3,70.98,118.27,119.5,10.0,20.17
17,4,51.46,98.2,117.0,5.8,11.35
17,5,57.78,107.72,124.3,10.0,21.14
17,6,63.2,102.13,123.31,10.0,30.0
17,7,44.91,124.37,125.99,10.0,7.02
17,8,53.84,115.76,113.37,4.23,30.0
17,9,51.76,100.86,132.5,4.86,18.94
17,10,61.88,105.61,139.55,6.01,26.0
17,11,61.16,113.3,97.32,4.31,30.0
17,12,51.6,117.55,117.9,4.17,30.0
17,13,67.23,96.4,126.2,7.38,30.0
17,14,61.41,134.85,124.52,8.99,30.0
17,15,51.79,116.21,114.42,10.0,3.7
17,16,51.88,98.94,136.52,4.26,30.0
17,17,54.47,119.37,102.64,2.45,30.0
17,18,55.9,121.89,125.27,4.99,6.25
17,19,48.24,110.81,129.38,5.04,30.0
17,20,42.2,112.59,111.34,7.93,28.01
17,21,57.52,104.58,120.59,2.99,30.0
17,22,55.21,113.84,121.91,2.34,28.93
17,23,52.45,118.94,120.12,9.84,30.0
18,0,49.44,115.64,116.32,8.74,23.56
18,1,53.04,102.72,139.41,10.0,3.68
18,2,51.66,116.7,111.14,4.7,6.37
18,3,57.07,120.76,130.58,10.0,30.0
18,4,61.89,106.81,112.14,6.87,20.08
18,5,48.16,105.34,139.09,10.0,30.0
18,6,55.02,123.97,113.0,10.0,12.24
18,7,52.55,136.91,101.56,10.0,13.38
18,8,53.28,131.19,113.06,10.0,25.92
18,9,60.23,98.23,126.02,0.69,30.0
18,10,50.88,101.0,115.58,4.71,30.0
18,11,48.63,109.53,97.56,6.2,30.0
18,12,55.58,128.83,124.81,9.11,30.0
18,13,56.67,136.4,108.9,4.17,13.56
18,14,62.71,118.03,128.08,10.0,30.0
18,15,61.11,108.02,125.21,0.57,30.0
18,16,56.8,114.33,139.3,9.68,2.48
18,17,45.18,116.33,122.41,10.0,30.0
18,18,45.59,106.66,110.21,10.0,21.24
18,19,53.16,115.58,135.7,5.09,17.52
18,20,58.93,106.9,74.86,5.21,26.0
18,21,50.57,123.04,122.97,8.33,30.0
18,22,58.48,90.02,123.38,1.05,18.58
18,23,49.81,120.33,136.03,8.37,30.0
19,0,57.78,128.13,126.25,10.0,24.7
19,1,45.29,124.51,131.59,7.81,12.18
19,2,57.61,106.61,104.54,10.0,22.73
19,3,53.95,127.62,124.79,0.98,27.44
19,4,55.23,106.83,97.31,10.0,5.92
19,5,48.34,110.48,127.06,3.53,23.59
19,6,60.37,118.48,127.7,1.82,30.0
19,7,52.02,118.48,118.34,5.99,30.0
19,8,50.8,117.4,104.98,3.56,30.0
19,9,48.82,113.05,116.87,9.19,27.27
19,10,54.22,109.08,119.05,10.0,30.0
19,11,62.96,116.68,118.32,10.0,30.0
19,12,53.4,116.46,120.18,10.0,16.08
19,13,66.7,120.21,121.06,1.1,28.95
19,14,58.52,114.39,117.42,6.78,7.23
19,15,53.92,99.61,129.74,4.57,26.26
19,16,52.66,110.0,124.53,10.0,13.42
19,17,57.28,104.48,128.71,10.0,30.0
19,18,60.8,128.03,110.27,9.09,13.47
19,19,48.87,103.42,115.92,7.26,30.0
19,20,55.33,120.4,135.03,4.33,30.0
19,21,51.07,114.06,139.96,6.02,2.96
19,22,50.39,119.79,113.08,10.0,13.45
19,23,57.13,129.29,109.57,4.71,8.24
20,0,51.6,118.37,128.29,9.2,9.79
20,1,49.24,106.34,94.99,4.43,30.0
20,2,57.74,98.8,141.89,10.0,25.39
20,3,63.49,104.4,109.01,10.0,30.0
20,4,57.29,104.61,122.84,10.0,28.19
20,5,63.62,105.41,114.6,10.0,15.22
20,6,51.76,128.15,133.41,7.99,30.0
20,7,60.66,128.86,127.29,10.0,17.03
20,8,58.97,98.88,123.11,10.0,30.0
20,9,57.7,110.69,123.06,10.0,30.0
20,10,49.9,117.6,129.99,2.14,10.21
20,11,37.32,106.67,120.02,4.85,30.0
20,12,66.72,107.5,131.79,9.27,4.31
20,13,54.76,107.2,139.49,10.0,30.0
20,14,43.83,108.96,97.68,4.6,30.0
20,15,57.14,139.03,119.75,8.37,26.93
20,16,61.15,120.8,123.31,3.96,23.49
20,17,50.04,89.15,124.02,10.0,20.76
20,18,63.39,108.48,106.28,9.17,30.0
20,19,62.31,109.28,117.3,8.84,30.0
20,20,53.87,126.63,134.85,7.38,30.0
20,21,61.16,116.69,129.95,5.3,30.0
20,22,50.38,79.18,123.27,5.91,27.67
20,23,59.43,111.44,114.89,6.83,30.0
21,0,54.28,132.64,123.38,10.0,8.44
21,1,59.3,103.96,128.37,2.44,11.98
21,2,50.63,106.2,100.24,3.72,10.43
21,3,53.65,120.81,113.04,4.41,21.61
21,4,53.54,114.21,144.64,10.0,30.0
21,5,59.91,97.82,117.06,10.0,30.0
21,6,53.28,97.76,116.35,5.2,30.0
21,7,62.13,135.37,109.8,9.3,8.86
21,8,60.43,118.42,114.65,8.18,17.71
21,9,59.81,96.61,126.46,5.13,15.82
21,10,60.29,107.07,107.05,10.0,30.0
21,11,53.03,95.7,120.5,5.76,20.06
21,12,61.56,141.95,104.22,8.29,25.12
21,13,59.69,107.62,108.3,7.34,21.62
21,14,52.03,102.63,129.45,5.43,23.25
21,15,55.78,137.4,106.36,10.0,25.1
21,16,50.78,117.82,139.11,8.32,14.08
21,17,61.18,121.61,120.11,4.81,30.0
21,18,55.73,116.22,131.78,10.0,15.84
21,19,48.82,105.2,138.48,8.73,24.11
21,20,50.75,108.37,108.54,9.04,15.04
21,21,59.18,130.95,112.48,9.56,7.97
21,22,49.39,120.5,125.31,6.94,30.0
21,23,53.05,114.66,116.65,5.11,14.51
22,0,42.59,113.31,145.39,10.0,30.0
22,1,51.55,125.27,133.97,10.0,16.54
22,2,57.31,108.37,131.23,5.58,30.0
22,3,59.08,91.65,112.49,5.3,30.0
22,4,60.75,107.3,133.52,10.0,27.03
22,5,53.65,129.36,117.29,10.0,30.0
22,6,48.28,113.03,116.56,6.69,16.56
22,7,55.71,115.46,117.43,10.0,11.44
22,8,49.97,88.3,134.48,10.0,30.0
22,9,58.82,97.53,107.09,6.75,8.73
22,10,56.74,89.24,135.63,10.0,22.64
22,11,55.98,103.9,119.25,9.59,24.59
22,12,51.69,99.65,130.62,1.24,21.47
22,13,61.7,117.12,134.79,10.0,24.17
22,14,57.37,103.47,135.3,6.01,27.0
22,15,49.54,131.97,117.88,7.99,30.0
22,16,55.49,125.52,121.82,4.01,5.92
22,17,52.27,121.06,117.01,7.47,4.61
22,18,49.9,112.25,128.41,10.0,30.0
22,19,54.71,126.94,113.02,1.26,16.53
22,20,64.71,86.84,113.29,10.0,30.0
22,21,51.21,111.97,114.78,5.0,29.32
22,22,55.45,106.36,119.17,3.11,25.4
22,23,48.39,103.18,106.03,3.51,21.78
23,0,62.39,83.12,111.16,10.0,30.0
23,1,47.6,132.72,108.18,10.0,30.0
23,2,59.46,123.67,141.55,3.11,14.45
23,3,55.97,114.85,108.2,10.0,30.0
23,4,63.51,112.17,117.3,5.37,17.42
23,5,53.31,122.61,106.8,10.0,30.0
23,6,59.75,103.97,98.93,10.0,30.0
23,7,55.31,110.08,129.74,10.0,11.58
23,8,62.7,100.58,114.34,1.89,11.92
23,9,59.38,106.64,108.51,2.19,25.75
23,10,48.67,109.24,124.57,5.91,20.72
23,11,58.91,105.35,111.71,10.0,5.95
23,12,52.35,110.22,121.88,10.0,15.79
23,13,59.96,105.17,121.26,7.07,29.24
23,14,66.93,112.0,118.94,7.58,30.0
23,15,67.4,119.61,142.0,7.41,15.65
23,16,54.06,99.81,130.04,6.84,14.99
23,17,46.92,95.55,126.44,4.72,4.17
23,18,56.03,86.97,126.55,7.28,22.04
23,19,59.64,115.11,126.93,10.0,23.64
23,20,56.83,126.89,139.21,6.44,23.73
23,21,58.86,97.46,116.72,8.39,30.0
23,22,47.39,110.86,117.17,3.92,7.29
23,23,58.88,112.85,112.63,2.26,9.53
24,0,64.69,133.53,124.97,9.63,30.0
24,1,60.56,116.64,108.94,3.44,19.31
24,2,53.29,103.34,130.23,5.47,30.0
24,3,59.18,96.24,121.87,10.0,9.24
24,4,48.6,124.75,127.76,5.25,30.0
24,5,57.75,112.92,106.29,10.0,30.0
24,6,49.29,102.62,122.27,5.94,19.0
24,7,56.72,101.65,115.98,10.0,30.0
24,8,50.75,92.89,107.95,6.26,11.14
24,9,62.3,127.52,120.07,2.58,30.0
24,10,59.75,109.09,122.03,8.17,30.0
24,11,56.13,98.8,120.26,2.11,30.0
24,12,56.6,110.25,103.43,7.58,30.0
24,13,62.89,129.29,100.43,2.65,11.58
24,14,51.9,107.44,124.92,5.22,30.0
24,15,47.93,130.49,111.98,7.21,15.67
24,16,52.22,102.5,119.95,7.74,30.0
24,17,51.64,119.28,128.86,8.63,27.68
24,18,53.93,104.23,117.16,10.0,30.0
24,19,58.21,116.25,103.7,10.0,12.9
24,20,60.27,104.69,116.37,5.11,19.26
24,21,50.52,131.62,120.49,10.0,3.01
24,22,61.15,112.76,127.53,7.37,1.63
24,23,60.62,109.57,118.41,9.06,25.12
25,0,52.25,102.87,136.06,10.0,30.0
25,1,57.06,101.93,109.42,2.56,30.0
25,2,56.54,114.65,117.47,10.0,7.25
25,3,52.94,109.43,119.74,7.62,21.74
25,4,59.34,113.23,115.14,10.0,30.0
