Sample_Number,Hour,Load_L1,Load_L2,Load_L3,Wind_W1,Wind_W2
21,23,120,56,120,10,10
21,24,56,120,112,30,30
22,1,112,120,112,30,10
22,2,56,56,56,10,30
22,3,56,112,56,10,30
22,4,56,112,56,10,10
22,5,56,112,112,10,30
22,6,56,112,56,30,30
22,7,120,112,112,10,10
22,8,120,56,112,10,10
22,9,56,120,120,30,10
22,10,120,120,56,10,30
22,11,56,56,56,30,10
22,12,56,120,112,10,10
22,13,112,112,56,10,30
22,14,120,120,56,30,10
22,15,56,56,120,30,10
22,16,120,112,112,10,10
22,17,120,120,112,30,10
22,18,56,56,56,30,30
22,19,112,120,56,30,10
22,20,112,56,56,10,30
22,21,112,120,56,10,10
22,22,120,120,112,30,30
22,23,56,112,56,30,10
22,24,56,120,56,30,10
23,1,112,112,120,30,10
23,2,120,120,112,10,10
23,3,56,56,120,30,30
23,4,56,120,112,10,10
23,5,56,120,120,30,30
23,6,120,56,56,10,30
23,7,112,120,112,10,10
23,8,112,112,120,10,30
23,9,112,120,120,10,30
23,10,112,112,112,30,30
23,11,112,112,112,30,10
23,12,56,120,112,10,10
23,13,120,120,56,30,30
23,14,56,56,120,30,30
23,15,56,56,56,10,10
23,16,112,120,112,30,30
23,17,120,120,120,30,10
23,18,56,56,56,30,30
23,19,56,56,120,10,30
23,20,56,56,120,30,30
23,21,112,56,112,10,30
23,22,120,120,120,30,30
23,23,56,112,56,10,10
23,24,56,56,120,30,30
24,1,112,56,112,10,30
24,2,120,120,56,10,30
24,3,120,56,112,30,10
24,4,112,56,120,10,10
24,5,56,120,56,30,30
24,6,56,56,56,10,30
24,7,120,120,120,30,10
24,8,56,120,120,30,30
24,9,120,112,56,30,30
24,10,112,112,120,30,10
24,11,112,112,112,10,30
24,12,120,112,120,30,30
24,13,112,120,56,10,30
24,14,112,56,56,10,10
24,15,56,56,56,30,10
24,16,56,112,120,30,10
24,17,56,112,112,30,30
24,18,112,112,112,10,10
24,19,120,112,56,30,30
24,20,56,112,120,30,10
24,21,56,120,112,10,10
24,22,56,56,56,30,30
24,23,56,56,56,30,30
24,24,56,120,120,10,30
25,1,56,56,112,10,10
25,2,120,112,56,10,10
25,3,112,56,56,10,10
25,4,112,120,112,10,30
25,5,120,56,112,10,10
25,6,112,112,56,30,10
25,7,56,56,56,30,10
25,8,56,112,112,30,10
25,9,120,56,56,10,30
25,10,120,56,120,10,30
25,11,120,56,112,30,10
25,12,56,120,112,10,10
25,13,56,56,56,10,10
25,14,120,56,112,30,30
25,15,120,120,112,10,30
25,16,56,120,112,10,30
25,17,112,112,120,10,10
25,18,120,112,112,30,10
25,19,112,112,56,10,30
25,20,112,120,112,30,30
25,21,112,56,112,30,30
25,22,112,120,56,10,10
25,23,112,120,112,10,10
25,24,112,56,56,10,30
26,1,56,120,120,10,30
26,2,112,56,120,30,30
26,3,120,56,112,10,10
26,4,56,120,56,10,10
26,5,56,56,56,10,30
26,6,112,120,112,10,30
26,7,120,112,56,30,10
26,8,112,120,120,10,30
26,9,56,120,56,10,10
26,10,120,56,112,10,30
26,11,56,120,56,30,10
26,12,112,112,112,30,10
26,13,112,56,120,10,30
26,14,112,120,56,10,10
26,15,120,120,56,30,30
26,16,112,112,120,30,30
26,17,112,120,120,30,10
26,18,56,56,120,30,30
26,19,56,56,112,10,30
26,20,120,56,112,30,10
26,21,56,56,120,10,30
26,22,120,120,112,30,30
26,23,120,120,56,10,30
26,24,112,112,112,30,30
27,1,56,56,120,30,30
27,2,112,120,120,30,10
27,3,56,112,120,10,10
27,4,120,56,112,10,30
27,5,120,120,112,10,30
27,6,120,56,112,30,10
27,7,56,112,112,30,10
27,8,112,112,120,30,10
27,9,56,112,120,30,10
27,10,56,56,56,10,30
27,11,112,120,112,30,10
27,12,112,120,112,30,30
27,13,56,56,112,30,30
27,14,56,112,56,10,10
27,15,120,120,112,30,10
27,16,120,56,112,10,30
27,17,56,56,112,30,10
27,18,112,56,56,10,30
27,19,112,56,120,10,10
27,20,120,56,120,10,10
27,21,56,120,120,30,30
27,22,56,120,112,10,10
27,23,120,56,112,10,30
27,24,56,112,56,30,30
28,1,112,120,120,10,10
28,2,120,120,112,30,10
28,3,120,56,56,30,30
28,4,120,56,112,10,30
28,5,120,56,56,10,10
28,6,112,112,112,10,10
28,7,120,120,56,30,10
28,8,120,120,120,30,10
28,9,120,112,120,30,10
28,10,120,112,56,30,10
28,11,112,120,120,30,10
28,12,112,120,56,10,10
28,13,120,120,112,30,10
28,14,56,112,56,10,30
28,15,56,56,56,10,10
28,16,56,120,112,10,30
28,17,56,112,56,30,10
28,18,56,56,56,10,10
28,19,120,120,56,30,10
28,20,120,120,56,10,10
28,21,120,56,120,30,30
28,22,120,112,56,10,10
28,23,120,120,56,30,10
28,24,112,112,112,10,10
29,1,56,56,120,30,30
29,2,56,56,120,10,30
29,3,120,56,56,30,10
29,4,112,120,120,30,30
29,5,120,56,56,30,10
29,6,112,56,120,30,10
29,7,56,56,120,30,10
29,8,56,56,112,30,30
29,9,56,112,56,10,30
29,10,56,120,112,10,30
29,11,112,56,112,10,10
29,12,56,120,56,10,30
29,13,56,120,56,30,10
29,14,120,112,120,30,30
29,15,56,112,112,10,10
29,16,56,112,120,30,10
29,17,112,120,112,10,10
29,18,112,112,56,10,10
29,19,56,120,120,10,30
29,20,56,120,56,10,10
29,21,56,112,112,30,30
29,22,56,112,56,10,10
29,23,56,56,56,10,10
29,24,120,56,120,10,10
30,1,56,120,56,10,30
30,2,56,56,112,30,30
30,3,112,120,112,30,30
30,4,112,112,112,30,10
30,5,56,56,120,10,10
30,6,120,112,112,10,30
30,7,112,112,56,10,30
30,8,56,120,120,10,30
30,9,120,120,112,30,10
30,10,112,56,120,30,10
30,11,112,120,56,30,10
30,12,120,56,56,10,10
30,13,56,120,120,10,10
30,14,120,120,112,10,30
30,15,112,112,112,30,10
30,16,120,120,56,10,10
30,17,56,56,112,10,10
30,18,112,56,120,30,10
30,19,56,120,120,30,10
30,20,112,120,112,10,10
30,21,120,56,120,30,30
30,22,120,120,112,30,30
30,23,120,112,120,30,10
30,24,112,120,56,10,30
31,1,56,56,120,30,30
31,2,56,56,112,30,10
31,3,120,56,56,30,10
31,4,120,112,112,10,30
31,5,112,120,56,10,30
31,6,112,112,112,30,30
31,7,120,120,120,10,30
31,8,56,56,112,30,10
31,9,112,120,56,30,30
31,10,112,112,56,30,10
31,11,112,120,120,30,10
31,12,56,120,56,10,10
31,13,56,56,112,10,10
31,14,112,56,56,30,30
31,15,112,56,120,30,10
31,16,56,120,112,10,10
31,17,56,112,120,30,30
31,18,56,112,120,10,10
31,19,120,112,56,10,30
31,20,112,56,120,10,10
31,21,112,112,112,30,30
31,22,56,120,56,10,10
31,23,112,120,56,10,30
31,24,120,120,56,30,30
32,1,120,56,120,30,10
32,2,112,112,56,10,10
32,3,120,120,56,10,10
32,4,112,112,120,10,10
32,5,56,56,112,10,10
32,6,56,112,120,10,30
32,7,56,120,56,30,10
32,8,112,112,56,30,10
32,9,112,56,56,30,10
32,10,112,56,120,30,30
32,11,56,112,56,10,30
32,12,56,112,112,10,30
32,13,112,120,56,30,10
32,14,112,112,56,10,10
32,15,112,120,112,10,30
32,16,112,56,56,30,30
32,17,112,120,56,30,30
32,18,120,112,56,10,10
32,19,120,120,120,30,30
32,20,112,120,112,30,10
32,21,120,120,56,30,10
32,22,56,56,120,30,10
32,23,120,56,112,30,30
32,24,56,56,112,30,10
33,1,120,112,56,30,10
33,2,112,120,112,30,10
33,3,120,112,120,10,30
33,4,56,120,120,30,10
33,5,112,112,112,30,10
33,6,112,56,112,10,10
33,7,120,56,56,10,10
33,8,56,56,112,10,30
33,9,112,56,112,30,30
33,10,120,112,112,10,30
33,11,56,112,120,10,30
33,12,56,120,120,10,10
33,13,112,112,120,10,30
33,14,112,56,56,10,30
33,15,120,56,112,10,10
33,16,120,120,120,10,10
33,17,112,120,112,10,10
33,18,120,56,112,30,10
33,19,112,112,112,30,30
33,20,56,56,112,30,30
33,21,112,120,112,30,10
33,22,120,112,112,10,10
33,23,120,112,56,10,10
33,24,112,120,56,30,30
34,1,56,112,56,30,10
34,2,56,120,112,10,30
34,3,120,112,120,30,10
34,4,112,56,120,10,10
34,5,56,56,120,30,30
34,6,120,56,112,30,30
34,7,56,120,120,10,10
34,8,56,120,112,30,10
34,9,120,120,56,10,10
34,10,120,56,120,30,10
34,11,120,112,56,30,10
34,12,56,56,112,10,10
34,13,120,56,120,10,30
34,14,120,120,120,10,10
34,15,120,120,56,10,30
34,16,120,120,112,10,30
34,17,56,120,56,10,30
34,18,112,120,56,30,10
34,19,120,120,112,10,30
34,20,112,120,120,30,30
34,21,120,56,56,30,30
34,22,112,112,56,10,10
34,23,120,112,120,30,10
34,24,56,112,120,10,10
35,1,56,56,56,30,10
35,2,120,112,120,10,10
35,3,56,120,120,30,30
35,4,112,120,120,10,30
35,5,56,120,120,10,10
35,6,112,56,112,30,10
35,7,120,120,120,30,10
35,8,112,120,56,30,10
35,9,120,120,56,10,10
35,10,112,56,120,10,30
35,11,112,56,120,10,10
35,12,120,120,112,30,10
35,13,120,120,56,30,30
35,14,56,120,120,10,30
35,15,56,120,56,30,30
35,16,56,120,120,10,10
35,17,112,112,56,30,10
35,18,56,120,56,10,30
35,19,112,112,112,10,30
35,20,112,112,56,10,30
35,21,112,112,112,10,30
35,22,120,120,120,10,30
35,23,56,112,120,10,10
35,24,56,56,112,30,30
36,1,120,112,112,30,10
36,2,56,112,120,30,30
36,3,120,56,120,10,30
36,4,56,56,56,30,30
36,5,120,120,120,10,30
36,6,112,120,56,10,30
36,7,56,120,112,30,30
36,8,120,120,120,10,30
36,9,112,56,56,10,10
36,10,56,112,112,30,30
36,11,56,112,120,10,30
36,12,56,56,112,10,30
36,13,56,120,120,30,30
36,14,120,56,112,10,10
36,15,112,112,120,30,30
36,16,120,56,112,30,10
36,17,120,112,112,30,30
36,18,112,56,112,10,10
36,19,56,112,56,10,10
36,20,112,56,56,10,30
36,21,120,112,112,30,10
36,22,112,56,120,10,30
36,23,112,120,120,30,10
36,24,112,112,56,10,30
37,1,56,56,120,10,30
37,2,120,112,120,10,30
37,3,120,120,112,10,10
37,4,112,120,112,10,30
37,5,120,112,56,10,30
37,6,112,112,112,30,10
37,7,56,112,112,10,30
37,8,56,120,120,10,10
37,9,112,120,56,10,30
37,10,56,120,120,10,10
37,11,120,112,56,30,30
37,12,120,112,56,10,30
37,13,56,120,120,30,30
37,14,120,56,56,10,30
37,15,56,56,56,10,30
37,16,56,112,112,10,30
37,17,112,120,112,10,30
37,18,120,112,56,10,30
37,19,120,120,112,10,30
37,20,112,120,112,10,10
37,21,120,56,120,10,10
37,22,120,112,56,30,30
37,23,112,120,56,30,10
37,24,112,56,56,10,30
38,1,112,56,120,30,30
38,2,56,112,120,30,10
38,3,56,120,56,10,10
38,4,112,120,112,30,10
38,5,56,112,112,30,30
38,6,112,120,56,30,10
38,7,120,120,56,10,30
38,8,120,112,112,10,30
38,9,120,120,120,30,10
38,10,112,56,112,30,30
38,11,112,120,120,30,30
38,12,120,112,56,30,30
38,13,120,120,112,10,30
38,14,112,56,120,30,10
38,15,120,56,56,10,30
38,16,120,120,120,10,30
38,17,112,56,56,30,30
38,18,120,56,112,10,30
38,19,112,56,120,10,30
38,20,112,56,112,30,30
38,21,56,56,112,10,10
38,22,112,120,56,10,10
38,23,112,56,120,30,10
38,24,56,112,56,30,30
39,1,112,112,56,30,10
39,2,56,112,56,30,10
39,3,56,56,56,10,30
39,4,112,112,56,30,30
39,5,56,56,120,30,30
39,6,112,120,56,10,30
39,7,112,56,120,30,30
39,8,112,112,56,10,10
39,9,56,120,120,10,30
39,10,56,112,120,30,30
39,11,112,112,120,10,10
39,12,120,56,112,10,30
39,13,56,56,112,30,10
39,14,56,56,112,10,10
39,15,56,112,120,10,30
39,16,120,56,112,10,30
39,17,56,56,120,30,10
39,18,120,112,120,10,30
39,19,120,120,120,10,30
39,20,120,56,112,30,30
39,21,112,112,112,10,30
39,22,56,120,112,30,10
39,23,56,56,112,10,30
39,24,56,112,112,30,10
40,1,112,112,120,30,30
40,2,120,120,56,10,10
40,3,56,120,56,30,10
40,4,112,112,56,10,30
40,5,112,120,112,30,10
40,6,112,112,56,10,10
40,7,56,56,112,10,10
40,8,56,120,56,30,30
40,9,56,120,120,30,30
40,10,120,112,112,10,10
40,11,56,120,56,30,10
40,12,112,112,120,30,30
40,13,120,112,112,10,30
40,14,112,120,120,30,10
40,15,112,120,120,30,10
40,16,112,120,56,10,10
40,17,120,112,56,30,10
40,18,120,120,56,30,10
40,19,112,120,56,30,10
40,20,56,56,120,10,10
40,21,112,56,112,10,10
40,22,120,112,120,30,10
40,23,120,120,112,30,30
40,24,56,120,112,30,10
41,1,56,120,112,30,10
41,2,56,112,56,30,30
41,3,112,120,120,10,10
41,4,56,112,56,30,30
41,5,56,56,112,30,30
41,6,120,112,120,10,10
41,7,112,120,112,30,10
41,8,120,120,120,30,30
41,9,56,120,112,30,10
41,10,56,112,56,10,10
41,11,112,56,120,10,30
41,12,120,56,112,10,30
41,13,120,112,120,30,10
41,14,56,120,56,10,30
41,15,56,112,112,10,30
41,16,56,56,112,30,30
41,17,112,112,56,10,10
41,18,120,56,112,10,30
41,19,120,112,56,30,30
41,20,120,112,56,10,10
41,21,56,120,56,10,10
41,22,120,112,112,30,30
41,23,112,56,120,30,30
41,24,56,112,56,10,30
42,1,56,56,112,10,30
42,2,120,56,120,30,10
42,3,120,112,56,10,10
42,4,112,112,120,10,30
42,5,56,120,112,30,30
42,6,56,56,120,10,30
42,7,112,112,56,10,10
42,8,120,120,112,30,10
42,9,120,56,56,30,30
